Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q1,Two teams play a series of games (best of 7) - probability of 7 games?,Basic probability concept but not directly relevant to job requirements,1,0,1
Q2,Probability of two sixes in a row in three dice rolls,"Basic probability without business context, not relevant to job requirements",1,0,1
Q3,Probability of three increasing numbers in three dice rolls,Not aligned with data analytics or business requirements,1,0,1
Q4,Probability of one card being double the other from 100 cards,Basic probability without practical application to role,1,0,1
Q5,"Paths from (0,0,0) to (3,3,3) moving up/right/forward",Not relevant to data analytics requirements,1,0,1
Q6,Disease test accuracy and false positive analysis,Tests statistical reasoning and conditional probability relevant to data validation,3,1,5
Q7,Fair vs unfair coin probability after observing outcomes,Basic probability without business context,1,0,1
Q8,Biased coin flip game probability of winning,Not relevant to job requirements,1,0,1
Q9,Probability of rain given multiple testimonies,Applies Bayesian reasoning but not directly relevant to role,2,1,4
Q10,Probability of random chords intersecting,Not relevant to data analytics role,1,0,1
Q11,Coin toss sequence probability (HH vs TH),Basic probability without business context,1,0,1
Q12,Expected value calculation for dice game,Basic probability without relevance to role,1,0,1
Q13,Content rater classification probability problem,Relevant to data quality and classification analysis,4,1,6
Q14,Two children probability problem,Basic probability without business relevance,1,0,1
Q15,Empty drawer conditional probability,Basic probability without business application,1,0,1
Q16,Tennis match probability calculation,Not relevant to data analytics role,1,0,1
Q17,Card color and number combination probability,Basic probability without business context,1,0,1
Q18,Dice sum divisibility probability,Not relevant to data analytics requirements,1,0,1
Q19,Game theory expected value calculation,Not relevant to role requirements,1,0,1
Q20,Generating fair odds from unfair coin,Not relevant to data analytics role,1,1,3
Q21,Painted cube probability problem,Not relevant to job requirements,1,0,1
Q22,Triangle formation probability from broken stick,Not relevant to analytics role,1,0,1
Q23,Sequence appearance probability (HHT vs HTT),Basic probability without business context,1,0,1
Q24,Conditional probability with fair/unfair coin,Not relevant to job requirements,1,0,1
Q25,Ants movement probability problem,Not relevant to analytics role,1,0,1
Q26,Even heads probability recurrence relation,Mathematical probability without business context,1,1,3
Q27,Game theory probability calculation,Not relevant to analytics requirements,1,0,1
Q28,Median probability calculation,Statistical concept but not business focused,2,1,4
Q29,Phone number permutation probability,Not relevant to job requirements,1,0,1
Q30,Die roll maximum value probability,Basic probability without business context,1,0,1
Q31,Amoeba growth probability problem,Not relevant to analytics role,1,0,1
Q32,Conditional probability of first heads,Basic probability without business relevance,1,1,3
Q33,Normal distribution probability calculation,Relevant to statistical analysis requirements,3,1,5
Q34,Triangle center probability problem,Not relevant to analytics role,1,0,1
Q35,Ball drawing probability problem,Basic probability without business context,1,0,1
Q36,Central Limit Theorem explanation,Directly relevant to statistical analysis requirements,4,1,6
Q37,Confidence interval explanation,Relevant to data analysis and communication skills,4,1,6
Q38,A/B testing pitfalls,Highly relevant to business analytics and testing,4,1,6
Q39,Covariance and correlation explanation,Relevant to statistical analysis requirements,4,1,6
Q40,Coin flip hypothesis testing,Demonstrates statistical testing knowledge,3,1,5
Q41,Hypothesis testing explanation,Core statistical concept relevant to role,4,1,6
Q42,Type I and II errors explanation,Essential statistical concept for analytics role,4,1,6
Q43,Statistical power explanation,Relevant to hypothesis testing requirements,4,1,6
Q44,Z-test vs t-test usage,Directly relevant to statistical analysis requirements,4,1,6
Q45,Multiple hypothesis testing considerations,Highly relevant to data analysis requirements,4,1,6
Q46,Confidence interval derivation,Relevant to statistical analysis requirements,3,1,5
Q47,Expected value calculation for coin flips,Basic probability without business context,1,0,1
Q48,Expected value for die rolls,Basic probability without business relevance,1,0,1
Q49,Expected rolls for consecutive fives,Basic probability without business context,1,0,1
Q50,Coin bias analysis,Relevant to statistical testing and analysis,3,1,5
Q51,You are drawing from a normally distributed random variable X ~ N(0,"1) once a day. What is the approximate..."", Tests statistical probability concepts but not directly related to business analytics tasks",2,1,4
Q52,Say you have two random variables X and Y each with a standard deviation. What is the variance of aX + bY...,Relevant for statistical analysis of business metrics and combining variables,3,1,5
Q53,Say we have X ~ Uniform(0 1) and Y ~ Uniform(0 1) and the two are independent. What is the expected value...,Basic probability theory but not specifically aligned with job tasks,2,0,2
Q54,Say you have an unfair coin which lands on heads 60% of the time. How many coin flips are needed to detect...,Tests statistical hypothesis testing concepts relevant for data validation,3,1,5
Q55,Say you have n numbers 1...n and you uniformly sample from this distribution with replacement n times. What...,Tests understanding of sampling and probability relevant to data analysis,3,0,3
Q56,There are 100 noodles in a bowl. At each step you randomly select two noodle ends from the bowl and tie...,Not relevant to business analytics or job requirements,1,0,1
Q57,What is the expected value of the max of two dice rolls?,Too basic and not relevant to business analytics tasks,1,0,1
Q58,Derive the mean and variance of the uniform distribution U(a b).,Tests fundamental statistical knowledge needed for data analysis,3,1,5
Q59,How many cards would you expect to draw from a standard deck before seeing the first ace?,Not relevant to business analytics tasks,1,0,1
Q60,Say you draw n samples from a uniform distribution U(a b). What are the MLE estimates of a and b?,Tests statistical estimation concepts relevant for data modeling,3,1,5
Q61,Assume you are drawing from an infinite set of i.i.d random variables that are uniformly distributed from...,Not directly relevant to business analytics tasks,2,0,2
Q62,There are two games involving dice that you can play. In the first game you roll two dice at once and...,Not relevant to business analytics requirements,1,0,1
Q63,What does it mean for an estimator to be unbiased? What about consistent? Give examples of an unbiased...,Highly relevant for statistical modeling and data quality assessment,4,1,6
Q64,What are MLE and MAP? What is the difference between the two?,Important for statistical modeling and parameter estimation,4,1,6
Q65,Say you are given a random Bernoulli trial generator. How would you generate values from a standard normal...,Tests practical implementation of statistical concepts in programming,3,0,3
Q66,Derive the expectation for a geometric random variable.,Basic probability theory but not specifically aligned with job tasks,2,0,2
Q67,Say we have a random variable X ~ D where D is an arbitrary distribution. What is the distribution F(X)...,Tests understanding of probability fundamentals needed for analysis,3,0,3
Q68,Describe what a moment generating function (MGF) is. Derive the MGF for a normally distributed random...,Tests advanced statistical concepts relevant for complex analysis,3,0,3
Q69,Say you have N independent and identically distributed draws of an exponential random variable. What is...,Relevant for statistical estimation and modeling tasks,3,1,5
Q70,Assume that log X ~ N(0 1). What is the expectation of X?,Tests understanding of probability transformations for analysis,3,0,3
Q71,Say you have two distinct subsets of a dataset for which you know their means and standard deviations...,Highly relevant for data analysis and aggregation tasks,4,1,6
Q72,Say we have two random variables X and Y. What does it mean for X and Y to be independent? What about...,Important for understanding relationships in business data,4,1,6
Q73,Say we have X ~ Uniform(-1 1) and Y = X^2. What is the covariance of X and Y?,Tests statistical concepts needed for correlation analysis,3,0,3
Q74,How do you uniformly sample points at random from a circle with radius R?,Not directly relevant to business analytics tasks,2,0,2
Q75,Say you continually sample from some i.i.d. uniformly distributed (0 1) random variables until the sum...,Tests probability concepts but not directly related to job tasks,2,0,2
Q76,Say you are building a binary classifier for an unbalanced dataset (where one class is much rarer than...,Highly relevant for real-world data analysis and modeling,4,1,6
Q77,What are some differences you would expect in a model that minimizes squared error versus a model that...,Important for model selection and optimization decisions,4,1,6
Q78,When performing K-means clustering how do you choose k?,Relevant for data segmentation and analysis tasks,4,1,6
Q79,How can you make your models more robust to outliers?,Critical for ensuring data quality and model reliability,4,1,6
Q80,Say that you are running a multiple linear regression and that you have reason to believe that several...,Highly relevant for statistical modeling and data analysis,4,1,6
Q81,Describe the motivation behind random forests. What are two ways in which they improve upon individual...,Important for understanding advanced modeling techniques,4,0,4
Q82,Given a large dataset of payment transactions say we want to predict the likelihood of a given transaction...,Directly applicable to data quality and analysis tasks,4,1,6
Q83,Say you are running a simple logistic regression to solve a problem but find the results to be unsatisfactory...,Tests problem-solving and model improvement capabilities,4,0,4
Q84,Say you were running a linear regression for a dataset but you accidentally duplicated every data point...,Tests understanding of regression fundamentals,3,0,3
Q85,Compare and contrast gradient boosting and random forests.,Important for understanding advanced modeling techniques,4,0,4
Q86,Say that DoorDash is launching in Singapore. For this new market you want to predict the estimated time...,Tests practical business problem-solving abilities,4,0,4
Q87,Say we are running a binary classification loan model and rejected applicants must be supplied with a reason...,Tests practical application of models in business context,4,0,4
Q88,Say you are given a very large corpus of words. How would you identify synonyms?,Not directly relevant to data analytics role,2,0,2
Q89,What is the bias-variance trade-off? How is it expressed using an equation?,Fundamental concept for model development,4,1,6
Q90,Define the cross-validation process.What is the motivation behind using it?,Essential for model validation and testing,4,1,6
Q91,How would you build a lead scoring algorithm to predict whether a prospective company is likely to convert...,Tests practical business application of modeling,4,0,4
Q92,How would you approach creating a music recommendation algorithm?,Not directly relevant to business analytics role,2,0,2
Q93,Define what it means for a function to be convex. What is an example of a machine learning algorithm that...,Important for understanding optimization in modeling,3,0,3
