Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q1,Two teams play a series of games (best of 7),Basic probability concept but not directly relevant to job requirements,2,0,2
Q2,Say you roll a die three times,"Too basic probability question, not aligned with required statistical analysis skills",1,0,1
Q3,You roll three dice one after another,"Elementary probability concept, not relevant to data science role requirements",1,0,1
Q4,Assume you have a deck of 100 cards,"Basic probability calculation, not relevant to required statistical methods",1,0,1
Q5,Imagine you are in a 3D space,Combinatorics problem unrelated to required job skills,1,0,1
Q6,One in a thousand people have a disease,Tests Bayesian probability relevant to data analysis,3,1,5
Q7,Assume two coins one fair and one unfair,Tests Bayesian analysis applicable to data science,3,1,5
Q8,Players A and B are playing a game,Basic probability concept not aligned with job requirements,1,0,1
Q9,Three friends in Seattle each told you,Applied Bayesian analysis relevant to data analysis tasks,3,1,5
Q10,You draw a circle and choose two chords,Geometric probability not relevant to job requirements,1,0,1
Q11,You and your friend are playing a game,Basic probability sequence not relevant to job requirements,1,0,1
Q12,Say you are playing a game where you roll,Expected value calculation not directly relevant to role,2,0,2
Q13,Facebook has a content team that labels,Directly relevant to classification and product metrics analysis,4,1,6
Q14,A couple has two children,Basic conditional probability not relevant to job requirements,1,0,1
Q15,A desk has eight drawers,Basic conditional probability not aligned with job requirements,1,0,1
Q16,Two players are playing in a tennis match,Probability sequence not relevant to job requirements,1,0,1
Q17,Say you have a deck of 50 cards,Basic probability not relevant to data science tasks,1,0,1
Q18,Suppose you have ten fair dice,Complex probability but not aligned with job requirements,2,0,2
Q19,A and B play the following game,Game theory probability not relevant to job requirements,1,0,1
Q20,You are given an unfair coin,Experimental design relevant to A/B testing,3,1,5
Q21,Suppose you are given a white cube,Geometric probability not relevant to job requirements,1,0,1
Q22,Assume you take a stick of length 1,Geometric probability not relevant to job requirements,1,0,1
Q23,What is the probability that HHT shows,Markov chain concept relevant to time series analysis,3,0,3
Q24,A fair coin is tossed twice,Conditional probability relevant to experimental analysis,3,1,5
Q25,Three ants are sitting at the corners,Complex probability not relevant to job requirements,1,0,1
Q26,A biased coin with probability p,Recursion and probability relevant to analysis methods,3,1,5
Q27,Alice and Bob are playing a game,Game theory probability not relevant to job requirements,1,0,1
Q28,Say you have three draws of a uniformly,Statistical distribution analysis relevant to role,3,1,5
Q29,Say you have 150 friends,Combinatorial probability not relevant to job requirements,1,0,1
Q30,A fair die is rolled n times,Distribution analysis relevant to statistical methods,3,1,5
Q31,Say you have a jar initially containing,Markov process relevant to time series analysis,3,0,3
Q32,A fair coin is tossed n times,Conditional probability relevant to statistical analysis,3,1,5
Q33,You have N i.i.d. draws of numbers,Statistical distribution analysis directly relevant to role,4,1,6
Q34,You pick three random points,Geometric probability not relevant to job requirements,1,0,1
Q35,You have r red balls and w white balls,Basic probability not relevant to job requirements,1,0,1
Q36,Explain the Central Limit Theorem,Core statistical concept directly relevant to analysis requirements,4,1,6
Q37,How would you explain a confidence interval,Statistical communication relevant to cross-functional work,4,1,6
Q38,What are some common pitfalls in A/B testing,Directly addresses A/B testing requirement,4,1,6
Q39,Explain both covariance and correlation,Core statistical concepts relevant to analysis requirements,4,1,6
Q40,Say you flip a coin 10 times,Hypothesis testing directly relevant to role requirements,4,1,6
Q41,Describe hypothesis testing and p-values,Core statistical concept directly relevant to role,4,1,6
