Question ID,Question Text,Review,Score,Score Binary,Score Combined
Q1,Two teams play a series of games (best of 7),Demonstrates statistical probability but not directly relevant to competitive analysis,2,1,4
Q2,Say you roll a die three times,Basic probability question without business context,1,0,1
Q3,You roll three dice,Basic probability without connection to job requirements,1,0,1
Q4,Assume you have a deck of 100 cards,Elementary probability without business relevance,1,0,1
Q5,Imagine you are in a 3D space,Tests logical thinking but not relevant to role's needs,1,1,3
Q6,One in a thousand people have a particular disease,Tests Bayesian probability relevant to data analysis,3,1,5
Q7,Assume two coins,"one fair"", Tests statistical inference but lacks business context",2,1,4
Q8,Players A and B are playing a game,Basic probability without business application,1,1,3
Q9,Three friends in Seattle each told you it is rainy,Tests Bayesian reasoning applicable to data analysis,3,1,5
Q10,You draw a circle and choose two chords,Geometric probability without business relevance,1,0,1
Q11,You and your friend are playing a game,Simple probability without business context,1,0,1
Q12,Say you are playing a game where you roll,Tests expected value but lacks business context,2,1,4
Q13,Facebook has a content team,Relevant to real-world data analysis and classification problems,4,1,6
Q14,A couple has two children,Basic conditional probability without business relevance,1,0,1
Q15,A desk has eight drawers,Basic conditional probability without business context,1,0,1
Q16,Two players are playing in a tennis match,Probability modeling but not business-focused,2,1,4
Q17,Say you have a deck of 50 cards,Basic probability calculation without business relevance,1,0,1
Q18,Suppose you have ten fair dice,Complex probability but not related to job requirements,1,1,3
Q19,A and B play the following game,Expected value calculation without business context,1,1,3
Q20,You are given an unfair coin,Tests statistical thinking applicable to real data problems,3,1,5
Q21,Suppose you are given a white cube,Spatial probability without business relevance,1,0,1
Q22,Assume you take a stick of length 1,Geometric probability without business context,1,0,1
Q23,What is the probability that,"in a random sequence"", Markov chain concept but lacks business focus",2,1,4
Q24,A fair coin is tossed twice,Tests conditional probability understanding,2,1,4
Q25,Three ants are sitting at the corners,Complex probability without business relevance,1,0,1
Q26,A biased coin,"with probability p"", Tests algorithmic thinking but lacks business context",2,1,4
Q27,Alice and Bob are playing a game together,Probability modeling without business relevance,1,1,3
Q28,Say you have three draws of a uniformly distributed,Tests statistical concepts relevant to analysis,3,1,5
Q29,Say you have 150 friends,Combinatorial probability without business relevance,1,0,1
Q30,A fair die is rolled n times,Basic probability distribution without business context,1,1,3
Q31,Say you have a jar initially containing,Complex probability without business relevance,1,0,1
Q32,A fair coin is tossed n times,Basic conditional probability without business context,1,0,1
Q33,You have N i.i.d. draws of numbers,Tests statistical distribution knowledge relevant to role,4,1,6
Q34,You pick three random points,Geometric probability without business relevance,1,0,1
Q35,You have r red balls and w white balls,Basic probability without business context,1,0,1
Q36,Explain the Central Limit Theorem,Directly tests statistical knowledge needed for role,4,1,6
Q37,How would you explain a confidence interval,Tests statistical communication skills required,4,1,6
Q38,What are some common pitfalls encountered in A/B testing,Highly relevant to business experimentation,4,1,6
Q39,Explain both covariance and correlation,Tests statistical knowledge needed for analysis,4,1,6
Q40,Say you flip a coin 10 times,Tests hypothesis testing knowledge required for role,4,1,6
Q41,Describe hypothesis testing and p-values,Tests ability to communicate statistical concepts,4,1,6
Q42,Describe what Type I and Type II errors are,Essential statistical testing knowledge for role,4,1,6
Q43,Explain the statistical background behind power,Core statistical concept relevant to role,4,1,6
Q44,What is a Z-test and when would you use it,Tests practical statistical knowledge needed,4,1,6
Q45,Say you are testing hundreds of hypotheses,Addresses real-world statistical challenges,4,1,6
Q46,How would you derive a confidence interval,Tests statistical inference knowledge needed,4,1,6
Q47,What is the expected number of coin flips,Basic probability without business relevance,1,0,1
Q48,What is the expected number of rolls,Basic probability without business context,1,0,1
Q49,Say you're rolling a fair six-sided die,Simple probability without business application,1,0,1
Q50,"A coin was flipped 1,000 times",Tests statistical inference and hypothesis testing,4,1,6
Q51,"Expected number of days until N(0,1) > 2",Tests statistical knowledge but not directly relevant to competitive analysis,2,0,2
Q52,Variance of linear combination,Basic statistics knowledge relevant for data analysis but too theoretical,2,1,4
Q53,Expected value of minimum of uniforms,Tests probability theory but not directly applicable to role needs,2,0,2
Q54,Detecting unfair coin,Related to statistical testing which is relevant for competitive analysis,3,1,5
Q55,Distinct values in sampling,Relevant for sampling and analysis methodologies used in competitive intelligence,3,0,3
Q56,Noodle loops probability,Pure probability question without business context,1,0,1
Q57,Expected max of dice rolls,Basic probability without business relevance,1,0,1
Q58,Uniform distribution parameters,Fundamental statistics relevant for modeling work,3,1,5
Q59,Expected draws until ace,Basic probability without business context,1,0,1
Q60,MLE estimates for uniform,Statistical estimation relevant for modeling and analysis,3,1,5
Q61,Expected length of increasing sequence,Advanced probability without clear business application,2,0,2
Q62,Dice game expected value,Probability calculation without business context,1,0,1
Q63,Unbiased vs consistent estimators,Important statistical concepts for modeling work,4,1,6
Q64,MLE vs MAP difference,Key statistical concepts for model development,4,1,6
Q65,Generating normal from Bernoulli,Advanced statistical implementation relevant for modeling,3,1,5
Q66,Geometric expectation,Basic probability theory with limited direct application,2,0,2
Q67,CDF distribution property,Statistical theory relevant for modeling work,3,0,3
Q68,MGF for normal distribution,Advanced statistics relevant for modeling work,3,1,5
Q69,Exponential parameter estimation,Statistical estimation relevant for analysis work,3,1,5
Q70,Log-normal expectation,Important for data analysis and modeling,3,0,3
Q71,Blended statistics calculation,Directly relevant for competitive analysis across markets,4,1,6
Q72,Independence vs correlation,Fundamental concepts for data analysis and modeling,4,1,6
Q73,Covariance calculation,Statistical concept relevant for analysis work,3,0,3
Q74,Random sampling from circle,Technical implementation without clear business relevance,2,0,2
Q75,Expected samples until sum exceeds 1,Probability theory without direct application,2,0,2
Q76,Handling unbalanced datasets,Critical for real-world data analysis and modeling,4,1,6
Q77,Squared vs absolute error,Important for model development and evaluation,4,1,6
Q78,Choosing k in k-means,Relevant for competitive analysis clustering,4,0,4
Q79,Model robustness to outliers,Essential for real data analysis and modeling,4,1,6
Q80,Correlated predictors in regression,Key concept for statistical modeling,4,1,6
